Flight Number, Start Time (UTC), Sim Start Time (UTC), Origination Airport, Origination Airport Name, Departure Runway, Destination Airport, Destination Airport Name, Flight Time, Flight Time - Day, Flight Time - Night, Flight Distance (nm), Take Offs, Day Takeoffs, Night Takeoffs, Landings, Day Landings, Night Landings, Aircraft Mfg, Aircraft Type, Aircraft Codename, Aircraft Model, Startup Location, Type of Flight Decoded, Latitude,Longitude,Weather,Flight Description
298,2023/4/4 12:17:29,2023/4/4 11:02:08,EGLC,"London City Airport,  London ENG",27,EGLL,"London Heathrow Airport,  London ENG",00:14:26,00:14:26,00:00:00,20.8494,1,1,0,1,1,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Modern Avionics",Runway,Free Flight,51.4648736471118,-0.4587681312114,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
299,2023/4/4 12:52:41,2023/4/4 11:02:11,EG29,"",20,XBRO,"Broadford Airstrip,  Ashaig SCT",00:11:02,00:11:02,00:00:00,13.7034,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Default",Runway,Free Flight,57.1159387107256,-5.56861460208893,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
300,2023/4/4 13:06:56,2023/4/4 11:02:08,EGVZ,"",21,GFVDC,"",00:18:44,00:18:44,00:00:00,30.5277,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,56.8759057164996,-5.43242284096777,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
301,2023/4/5 14:55:12,2023/4/5 14:02:21,EGH2,"",20,EGBW,"Wellesbourne Airfield,  Stratford-on-Avon ENG",00:37:41,00:37:41,00:00:00,71.4068,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,52.2595155847727,-1.60955398343503,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
302,2023/4/5 15:39:25,2023/4/5 14:02:28,LFPG,"Charles de Gaulle International Airport,  Paris IDF",26,VOLC3,"",00:00:00,00:00:00,00:00:00,0.2378,0,0,0,0,0,0,MyKrode,"PLANETYPE_PROPELLER","mykrode-fokker-dr1","Fokker DR.1: Red Barron",Runway,Free Flight,48.9984682680531,2.60449779219925,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
303,2023/4/5 15:44:29,2023/4/5 14:02:02,EDDT,"Berlin-Tegel Otto Lilienthal Airport,  Berlin BE",26,EDDT,"Berlin-Tegel Otto Lilienthal Airport,  Berlin BE",00:00:17,00:00:17,00:00:00,1.9631,0,0,0,0,0,0,MyKrode,"PLANETYPE_PROPELLER","mykrode-fokker-dr1","Fokker DR.1: Red Barron",Parking,Free Flight,52.5579663558877,13.3107701875269,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
304,2023/4/8 5:03:58,2023/4/8 4:01:06,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:04:49,00:04:49,00:00:00,5.3952,1,1,0,0,0,0,DeimoS Inc,"PLANETYPE_PROPELLER","deimosinc-tanarg912","Tanarg 912",Runway,Free Flight,35.5942879996001,139.716905197129,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
305,2023/4/8 5:13:23,2023/4/8 4:01:04,RJTIH,"",0,RJTIH,"",00:00:47,00:00:47,00:00:00,0.2772,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Free Flight,35.6380293448646,139.834506064653,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
306,2023/4/8 5:15:48,2023/4/8 4:01:04,RJTIH,"",0,RJTIH,"",00:02:50,00:02:50,00:00:00,1.0983,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Free Flight,35.6454260504412,139.854617435485,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
307,2023/4/8 5:20:25,2023/4/8 4:01:03,RJTIH,"",0,RJTIH,"",00:01:29,00:01:29,00:00:00,0.9026,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Default",Flying,Free Flight,35.6484945134601,139.835073184222,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
308,2023/4/8 5:22:42,2023/4/8 4:01:03,RJTIH,"",0,RJTF,"Chofu Airport,  Chofu 13",00:12:06,00:12:06,00:00:00,11.8495,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Default",Flying,Free Flight,35.633665108606,139.666889291257,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
309,2023/4/8 5:38:39,2023/4/8 4:01:04,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:00:03,00:00:03,00:00:00,3.0142,0,0,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,35.5486839803034,139.757628003135,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
310,2023/4/8 5:45:23,2023/4/8 4:01:02,RJTF,"Chofu Airport,  Chofu 13",35,RJTF,"Chofu Airport,  Chofu 13",00:00:05,00:00:05,00:00:00,0.3852,0,0,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,35.6719624065788,139.533325005323,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
311,2023/4/8 6:01:11,2023/4/8 5:02:03,MMMX,"Aeropuerto Internacional Lic. Benito Juárez,  Ciudad de México DIF",23,MMMX,"Aeropuerto Internacional Lic. Benito Juárez,  Ciudad de México DIF",00:01:27,00:01:27,00:00:00,2.6618,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,19.4180168470518,-99.0405328385532,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
312,2023/4/16 10:14:42,2023/4/16 10:01:02,EGLC,"London City Airport,  London ENG",27,EGLC,"London City Airport,  London ENG",00:02:56,00:02:56,00:00:00,2.4226,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,51.5050156222661,0.059212613850832,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
313,2023/4/16 10:26:24,2023/4/16 10:01:03,EGLC,"London City Airport,  London ENG",27,EGLC,"London City Airport,  London ENG",00:12:50,00:12:50,00:00:00,15.6143,1,1,0,1,1,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,51.5049346364386,0.0627739168703556,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
314,2023/4/17 3:14:43,2023/4/17 3:01:04,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHH,"Hong Kong International Airport,  Islands NT",00:10:11,00:10:11,00:00:00,22.2135,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-tbm930","TBM 930 Asobo",Runway,Free Flight,22.2898822706026,113.881657077,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
315,2023/4/18 12:01:42,2023/4/18 11:02:03,LOKF,"Feldkirchen Airfield,  Feldkirchen in Kärnten 2",20,LJCL,"Celje Airfield,  Celje 11",01:59:52,01:59:52,00:00:00,146.0971,1,1,0,2,2,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,46.2443652360837,15.2229112107307,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
316,2023/4/22 6:03:44,2023/4/22 6:01:01,YSSY,"Sydney Kingsford Smith International Airport,  Sydney NSW",34,YSSY,"Sydney Kingsford Smith International Airport,  Sydney NSW",00:04:10,00:04:10,00:00:00,2.7482,1,1,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Default",Runway,Free Flight,-33.9537760891844,151.139676170424,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
317,2023/4/22 6:10:36,2023/4/22 6:01:03,YSCB,"Canberra International Airport,  Canberra ACT",35,YSSY,"Sydney Kingsford Smith International Airport,  Sydney NSW",00:17:09,00:17:09,00:00:00,132.5135,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Asobo",Runway,Free Flight,-33.943085959957,151.175632355735,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
318,2023/4/22 6:58:31,2023/4/22 6:02:02,YBCG,"Gold Coast Airport,  Gold Coast QLD",32,YHEC,"Heck Field Airport,   QLD",00:04:25,00:04:25,00:00:00,24.9498,1,1,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,-27.7837988352038,153.35455276072,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
319,2023/4/22 7:05:13,2023/4/22 6:02:02,YBCG,"Gold Coast Airport,  Gold Coast QLD",32,YCAB,"Caboolture Airport,  Caboolture QLD",00:18:14,00:18:14,00:00:00,77.0190,1,1,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,-27.076864548704,152.983499821275,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
320,2023/4/26 15:05:32,2021/11/4 23:30:05,RSE,"Rose Bay Seaplane Base,  Sydney NSW",0,RSE,"Rose Bay Seaplane Base,  Sydney NSW",00:08:49,00:08:49,00:00:00,15.3663,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Flying,Discovery Flight,-33.7760841852676,151.106141265482,"Sudmey Custom High And Few","microsoft-discovery-sydney"
321,2023/4/26 15:18:17,2020/6/20 22:00:00,39P,"Strom Field,  Morton WA",0,66WA,"Trout Lake Airport,  Trout Lake WA",00:04:18,00:04:18,00:00:00,41.9504,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Mrk Asobo",Flying,Low Altitude Flight,46.2683820331442,-121.55853331089,"RiffeLakeWeather","asobo-lowalt-riffelake"
322,2023/4/26 15:29:05,2020/9/18 1:00:00,KRTS,"",0,KRTS,"",00:02:51,00:02:51,00:00:00,1.8260,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Flying,,39.6717264478716,-119.875001320615,"TT:MENU.WEATHERTYPE_1SUNNY","asobo-airrace-renorace-reno"
323,2023/5/1 7:49:39,2020/6/20 22:00:00,39P,"Strom Field,  Morton WA",0,66WA,"Trout Lake Airport,  Trout Lake WA",00:03:51,00:03:51,00:00:00,41.8938,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Mrk Asobo",Flying,Low Altitude Flight,46.2633609118404,-121.563871577382,"RiffeLakeWeather","asobo-lowalt-riffelake"
324,2023/5/1 8:01:51,2020/6/20 22:00:16,KDCA,"Ronald Reagan Washington National Airport,  Washington DC",33,USA50,"",00:03:18,00:03:18,00:00:00,11.1442,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42-600 House Livery",Runway,Free Flight,38.9808903441898,-77.0147498231381,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
325,2023/5/1 8:08:19,2020/6/20 22:00:05,KPHL,"Philadelphia International Airport,  Philadelphia PA",27,9N2,"Philadelphia Seaplane Base,  Essington PA",00:01:57,00:01:57,00:00:00,3.0790,1,1,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,39.8752888244557,-75.3036245238036,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
326,2023/5/1 8:16:04,2020/6/20 22:00:02,NZWS,"Westport Airport,  Westport WTC",22,NZHP,"",00:52:34,00:52:34,00:00:00,86.8941,1,1,0,1,1,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Modern Avionics",Runway,Free Flight,-42.5996610593146,171.697128368542,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
327,2023/5/1 13:36:52,2023/5/1 13:01:02,EGLC,"London City Airport,  London ENG",27,EGLC,"London City Airport,  London ENG",00:09:01,00:09:01,00:00:00,17.4620,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Runway,Free Flight,51.5046016947034,0.0429114885628223,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
328,2023/5/5 15:25:19,2023/5/5 15:01:01,EIDL,"Donegal Airport,  Donegal DL",21,EGAE,"City of Derry Airport,  Derry NIR",00:21:06,00:21:06,00:00:00,60.2321,1,1,0,1,1,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,55.0400199965006,-7.15812175534666,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
329,2023/5/6 14:57:58,2023/5/6 9:02:17,EBBR,"Brussels Airport,  Zaventem BRU",25,EGLC,"London City Airport,  London ENG",00:46:20,00:46:20,00:00:00,183.3393,1,1,0,1,1,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,51.505078611243,0.0534439366310835,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
330,2023/5/10 13:29:50,2023/5/10 13:02:14,EHAM,"Amsterdam Airport Schiphol,  Amsterdam NH",27,EHAM,"Amsterdam Airport Schiphol,  Amsterdam NH",00:01:23,00:01:23,00:00:00,4.3972,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,52.3100507411203,4.67842253856361,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
331,2023/5/10 13:35:21,2023/5/10 13:02:14,EHAM,"Amsterdam Airport Schiphol,  Amsterdam NH",27,EGLL,"London Heathrow Airport,  London ENG",00:53:56,00:53:56,00:00:00,204.1458,1,1,0,1,1,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,51.470398680231,-0.446749404072762,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
332,2023/5/12 13:55:41,2023/5/12 13:02:10,EHRD,"Rotterdam The Hague Airport,  Rotterdam ZH",24,EHAM,"Amsterdam Airport Schiphol,  Amsterdam NH",00:08:50,00:08:50,00:00:00,29.6308,1,1,0,1,1,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov AN225 Antonov Airlines Red Line Livery (2006-2008)",Runway,Free Flight,52.2982448071587,4.7610845323652,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
333,2023/5/12 14:08:59,2023/5/12 13:02:01,EBBR,"Brussels Airport,  Zaventem BRU",25,TICE,"",00:01:48,00:01:48,00:00:00,6.6429,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,50.8441442747519,4.36893610283732,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
334,2023/5/13 14:25:04,2023/1/17 2:18:02,WX53,"",6,WX53,"",00:00:05,00:00:05,00:00:00,0.3826,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,-3.62147024270753,136.600633375347,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
335,2023/5/13 14:27:42,2023/1/17 2:18:03,WX53,"",6,WX53,"",00:00:05,00:00:05,00:00:00,0.0973,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,-3.62337790886595,136.596119888127,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
336,2023/5/13 14:30:24,2023/1/17 2:18:10,WX53,"",24,WX53,"",00:04:04,00:04:04,00:00:00,1.8823,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,-3.62294598445272,136.596985990182,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
337,2023/5/13 14:37:39,2023/1/17 2:18:04,NZWS,"Westport Airport,  Westport WTC",22,NZHK,"Hokitika Airfield,   WTC",00:17:16,00:17:16,00:00:00,67.7211,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,-42.8431584472717,171.326081883162,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
338,2023/5/13 14:59:25,2023/1/17 2:18:04,NZWS,"Westport Airport,  Westport WTC",22,NZGM,"Greymouth Airport,   WTC",00:17:19,00:17:19,00:00:00,61.2776,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,-42.4612742770015,171.191048081964,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
339,2023/5/14 8:15:14,2023/5/14 8:01:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHSK,"Shek Kong Air Base,  Islands NT",00:09:02,00:09:02,00:00:00,12.5033,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk 172Sp G1000 Kenmore Livery",Runway,Free Flight,22.4348289049416,114.084994504228,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
340,2023/5/17 15:46:43,2023/5/17 14:02:03,VOLC4,"",0,VOLC4,"",00:06:13,00:06:13,00:00:00,2.7068,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-astro-one","Astro ONE: Default",Flying,Free Flight,48.9530892093884,2.37918376922607,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
341,2023/5/17 15:55:06,2023/5/17 14:02:03,VOLC4,"",0,VOLC4,"",00:02:26,00:02:26,00:00:00,0.5043,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-astro-one","Astro ONE: Default",Flying,Free Flight,48.9504166770815,2.42295381613076,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
342,2023/5/19 12:30:36,2023/5/19 1:47:11,AYNZ,"Nadzab Airport,  Lae MPL",27,AYTI,"Tapini Airport,  Tapini CPM",00:57:51,00:57:51,00:00:00,195.8263,2,2,0,2,2,0,DeimoS Inc,"PLANETYPE_JET","deimosinc-aircraft-fulcrum","Fulcrum",Runway,Free Flight,-8.35716149673807,146.985706631094,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
343,2023/5/19 13:44:06,2023/5/19 1:47:03,AYTI,"Tapini Airport,  Tapini CPM",9,AYLK,"",00:28:53,00:28:53,00:00:00,65.4527,1,1,0,1,1,0,DeimoS Inc,"PLANETYPE_JET","deimosinc-aircraft-fulcrum","Fulcrum",Runway,Free Flight,-8.88760966830805,147.730932002887,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
344,2023/5/24 9:02:35,2023/5/24 8:02:03,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:03:48,00:03:48,00:00:00,5.8211,1,1,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Modern Avionics",Runway,Free Flight,22.392653285675,114.209523098543,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
345,2023/5/24 9:09:57,2023/5/23 23:02:08,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTL,"JMSDF Shimofusa Air Base,  Matsudo 12",00:12:04,00:12:04,00:00:00,21.4430,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub Aviators Club Livery",Runway,Free Flight,35.7092068887945,140.02505463548,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
346,2023/5/26 11:28:40,2023/5/26 11:01:04,KCVG,"Cincinnati Northern Kentucky International Airport,  Cincinnati / Covington KY",27,KCVG,"Cincinnati Northern Kentucky International Airport,  Cincinnati / Covington KY",00:00:47,00:00:47,00:00:00,0.8104,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Runway,Free Flight,39.0474336991027,-84.6696728467941,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
347,2023/5/26 11:33:19,2023/5/26 11:01:02,KCVG,"Cincinnati Northern Kentucky International Airport,  Cincinnati / Covington KY",27,KCVG,"Cincinnati Northern Kentucky International Airport,  Cincinnati / Covington KY",00:00:00,00:00:00,00:00:00,0.0000,0,0,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Parking,Free Flight,39.0438163321419,-84.6573030855507,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
348,2023/5/26 11:45:10,2023/5/26 12:16:05,KCVG,"Cincinnati Northern Kentucky International Airport,  Cincinnati / Covington KY",27,KFTK,"Godman Army Air Field,  Fort Knox KY",01:11:14,01:11:14,00:00:00,129.3193,0,0,0,1,1,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Parking,Free Flight,37.9519204139276,-85.9362411964685,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
349,2023/5/26 13:23:14,2023/5/26 12:16:06,KFTK,"Godman Army Air Field,  Fort Knox KY",33,KFTK,"Godman Army Air Field,  Fort Knox KY",00:00:20,00:00:20,00:00:00,0.1270,0,0,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Runway,Free Flight,37.9033739095658,-85.9712560102344,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
350,2023/5/26 13:24:19,2023/5/26 12:16:06,KFTK,"Godman Army Air Field,  Fort Knox KY",33,KBNA,"Nashville International Airport,  Nashville TN",00:48:35,00:48:35,00:00:00,117.7036,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Runway,Free Flight,36.1176904041793,-86.6882731765509,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
351,2023/5/26 14:38:37,2023/5/26 14:01:36,KFTK,"Godman Army Air Field,  Fort Knox KY",33,KNOXF,"",00:02:12,00:02:12,00:00:00,2.8095,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Runway,Free Flight,37.8837843377409,-85.9655375406146,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
352,2023/5/27 2:35:40,2023/5/27 2:02:02,RJX8,"",32,RJX8,"",00:01:24,00:01:24,00:00:00,3.4342,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR22 Asobo",Runway,Free Flight,29.6397780388432,129.652589941397,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
353,2023/6/3 15:24:04,2023/6/3 15:01:16,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KMDW,"Chicago Midway International Airport,  Chicago IL",00:07:00,00:07:00,00:00:00,12.4066,1,1,0,1,1,0,Flying Fries,"PLANETYPE_PROPELLER","flyingfries-aircraft-scrapyard","Scrapyard Monster Rusty Baron",Runway,Free Flight,41.7864643687355,-87.7532412484288,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
354,2023/6/3 15:44:47,2023/6/3 15:01:08,KHSD,"Sundance Airpark,  Oklahoma City OK",36,KICT,"Wichita Eisenhower National Airport,  Wichita KS",01:02:45,01:02:45,00:00:00,135.6819,1,1,0,1,1,0,Microsoft/Carenado,"PLANETYPE_PROPELLER","microsoft-aircraft-v35-bonanza","Beechcraft V35B Bonanza G-BSVH",Runway,Free Flight,37.6552243357412,-97.4353944417089,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
355,2023/6/6 12:01:38,2023/6/6 14:47:03,KELK,"Elk City Regional Business Airport,  Elk City OK",17,KTDW,"Tradewind Airport,  Amarillo TX",01:01:02,01:01:02,00:00:00,129.6974,2,2,0,1,1,0,Microsoft/Carenado,"PLANETYPE_PROPELLER","microsoft-aircraft-v35-bonanza","Beechcraft V35B Bonanza G-BSVH",Runway,Free Flight,35.1691573974554,-101.827322021127,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
356,2023/6/6 13:44:31,2023/6/6 16:37:02,KTDW,"Tradewind Airport,  Amarillo TX",35,6TE7,"Mc Neill Ranch Airport,  Wayside TX",00:25:22,00:25:22,00:00:00,28.3419,0,0,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 HPG",Parking,Free Flight,34.8781303271927,-101.601580018178,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
357,2023/6/14 15:43:08,2023/6/14 4:18:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0758,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,22.3048916439623,114.215392274782,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
